Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
FITB,45263,Financial Services,19119,"Fifth Third Bancorp operates as a diversified financial services company in the United States. The company's Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. Its Branch Banking segment provides a range of deposit and loan products to individuals and small businesses. This segment offers checking and savings accounts, home equity loans and lines of credit, credit cards, and loans for automobiles and personal financing needs, as well as cash management services for small businesses. The company's Consumer Lending segment engages in direct lending activities that include origination, retention, and servicing of residential mortgage and home equity loans or lines of credit; and indirect lending activities, including loans to consumers through correspondent lenders and automobile dealers. Fifth Third Bancorp's Wealth & Asset Management segment provides various investment alternatives for individuals, companies, and not-for-profit organizations. It offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides wealth planning, investment management, banking, insurance, and trust and estate services; and advisory services for institutional clients comprising middle market businesses, non-profits, states, and municipalities. As of December 31, 2021, the company operated 1,117 full-service banking centers and 2,322 ATMs in Ohio, Kentucky, Indiana, Michigan, Illinois, Florida, Tennessee, West Virginia, Georgia, North Carolina, and South Carolina. Fifth Third Bancorp was founded in 1858 and is headquartered in Cincinnati, Ohio.",Cincinnati,800 972 3030,OH,United States,[],https://www.53.com,1,Fifth Third Center,Banks—Regional,0,0.31052,0,,-0.111,0.39639,,37,buy,8297000000,,43,33.21,-0.191,,0.01176,19,42.64,,0.11567,53,3729999872,18758000640,7802999808,5.436,USD,11.3,,2,NMS,Fifth Third Bancorp,Fifth Third Bancorp,America/New_York,EDT,True,-14400000,EQUITY,FITB,finmb_270961,us_market,,5.199,,,,,3.23,,682505984,,,,28.779,13966227,0.020399999,,1640908800,0.81631,2307000064,2.722,,,1.1539664,0.00488,1703980800,,1656547200,2.87,1655251200,682879055,1.344401,40564506624,2,,963792000,3:2,,,,-0.207,2.9047832,1657843200,1.42,,10.2817335,,0.0232,11501221,,,,34.26,34.35,40.07225,0.031523645,0.36360002,,34.46,,4554120,34.26,34.8834,1.08,34.35,,4554120,,,1.2,1656460800,,,33.02,USD,12.200588,4041668,,,,22666022912,,,4188568,33.02,0,3200,4041668,50.64,,3.08,31.8,0,False,0.0352,4000,34.46,,33.21,,https://logo.clearbit.com/53.com,
FLT,30305,Technology,9700,"FLEETCOR Technologies, Inc. provides digital payment solutions for businesses to control purchases and make payments. It offers corporate payments solutions, such as accounts payable automation; Virtual Card, which provides a single-use card number for a specific amount usable within a defined timeframe; Cross-Border that is used by its customers to pay international vendors, foreign office and personnel expenses, capital expenditures, and profit repatriation and dividends; and purchasing cards and travel and entertainment cards for its customers to analyze and manage their corporate spending. The company also provides employee expense management solutions, including fuel solutions to businesses and government entities that operate vehicle fleets, as well as to oil and leasing companies, and fuel marketers; lodging solutions to businesses that have employees who travel overnight for work purposes, as well as to airlines and cruise lines to accommodate traveling crews and stranded passengers; and electronic toll payments solutions to businesses and consumers in the form of radio frequency identification tags affixed to vehicles' windshields. In addition, it offers gift card program management and processing services in plastic and digital forms that include card design, production and packaging, delivery and fulfillment, card and account management, transaction processing, promotion development and management, website design and hosting, program analytics, and card distribution channel management. Further, it provides other products consisting of payroll cards, vehicle maintenance service solution, long-haul transportation solution, prepaid food vouchers or cards, and prepaid transportation cards and vouchers. The company serves business, merchant, consumer, and payment network customers in North America, Brazil, and Internationally. The company was founded in 1986 and is headquartered in Atlanta, Georgia.",Atlanta,770 449 0479,GA,United States,[],https://www.fleetcor.com,1,3280 Peachtree Road,Software—Infrastructure,0.51089,0.28968,0.79512,1006960000,0.297,0.42945,1539998976,245,buy,2273917000,714622016,282,189.86,0.279,1.014,0.06309,14,285,218.675,0.28164,345,1298226048,6351239168,3014353920,16.786,USD,37.387,0.827,2.2,NYQ,"FleetCor Technologies, Inc.","FLEETCOR Technologies, Inc.",America/New_York,EDT,True,-14400000,EQUITY,FLT,finmb_28756,us_market,,7.323,,14.334,,,14.62,,81198600,,,,40.105,799508,0.010299999,,1640908800,0.97110003,873209984,8.12,,,4.734073,0.02859,1703980800,,1648684800,1.13,1655251200,75016726,1.256704,22074953728,2,,,,,,,0.183,5.1143184,1657843200,0.89,,12.9863205,,0.012,682651,,,,196.24,195.69,230.3247,,0,,195.69,,526640,196.24,218.5126,,195.69,,526640,,,,,,,188.61,USD,23.381773,415042,,,,15416366080,,,549517,188.61,0,800,415042,282.02,,,188.61,0,False,,800,195.69,,189.86,,https://logo.clearbit.com/fleetcor.com,
FMC,19104,Basic Materials,6400,"FMC Corporation, an agricultural sciences company, provides crop protection, plant health, and professional pest and turf management products. It develops, markets, and sells crop protection chemicals that include insecticides, herbicides, and fungicides; and biologicals, crop nutrition, and seed treatment products, which are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and diseases, as well as in non-agricultural markets for pest control. The company markets its products through its own sales organization and through alliance partners, independent distributors, and sales representatives. It operates in North America, Latin America, Europe, the Middle East, Africa, and Asia. FMC Corporation was founded in 1883 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 299 6000,PA,United States,[],https://www.fmc.com,1,2929 Walnut Street,Agricultural Inputs,0.26384002,0.14639,0.4292,514300000,0.13,0.23101999,1372099968,109,buy,2171700000,420100000,139,107.18,0.173,1.384,0.07041,17,134.41,127.681,0.27405,155,375100000,3935399936,5200399872,2.978,USD,40.772,0.847,2.3,NYQ,FMC Corporation,FMC Corporation,America/New_York,EDT,True,-14400000,EQUITY,FMC,finmb_28606,us_market,,3.38,,12.809,,,8.04,,126751000,,,,22.897,1416843,0.0112,,1640908800,0.91514,834800000,4.223,,,4.6809626,0.01075,1703980800,,1648684800,1.59,1655251200,125414108,0.858663,17575254016,2,,1551657600,1153:1000,,,,0.136,2.6123323,1657843200,1.51,,13.330846,,0.0127,1285084,,,,105.7,106.12,115.35455,0.017029328,0.3093,,108.04,,765510,105.7,108.7946,1.8,106.12,,765510,,,2.12,1664409600,,,105.165,USD,25.380062,1036001,,,,13585172480,,,727296,105.165,130.47,1000,1036001,140.99,,1.43,87.42,0,False,0.0191,900,108.04,,107.18,,https://logo.clearbit.com/fmc.com,
FOX,10036,Communication Services,9000,"Fox Corporation operates as a news, sports, and entertainment company in the United States. The company operates through three segments: Cable Network Programming; Television; and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunications companies, and online multi-channel video programming distributors. It operates FOX News, a national cable news channel; FOX Business, a business news national cable channel; FS1 and FS2 multi-sport national networks; FOX Sports Racing, a video programming service that comprises motor sports programming; and FOX Soccer Plus, a video programming network for live soccer and rugby competitions; FOX Deportes, a Spanish-language sports programming service; and Big Ten Network, a national video programming service. The Television segment acquires, produces, markets, and distributes broadcast network programming. It operates The FOX Network, a national television broadcast network that broadcasts sports programming and entertainment; MyNetworkTV, a programming distribution service; Fox Alternative Entertainment, a full-service production studio that develops and produces unscripted and alternative programming; Bento Box, which develops and produces animated programing; and Tubi, a free advertising-supported video-on-demand service. This segment owns and operates 29 broadcast television stations. The Other, Corporate and Eliminations segment owns the FOX Studios lot that provides production and post-production services, including 15 sound stages, 2 broadcast studios, theaters and screening rooms, editing bays, and television and film production facilities in Los Angeles, California. The company was incorporated in 2018 and is based in New York, New York.",New York,212 852 7000,NY,United States,[],https://www.foxcorporation.com,1,1211 Avenue of the Americas,Entertainment,0.20982,0.08329,0.34639,1724000000,0.075,0.18327999,2902000128,51.5,none,4872000000,992499968,51.5,29.89,-0.479,3.732,0.070539996,1,51.5,67.533,0.105450004,51.5,4633999872,7694000128,13831000064,8.323,USD,24.201,3.287,,NMS,Fox Corporation,Fox Corporation,America/New_York,EDT,False,-14400000,EQUITY,FOX,finmb_546623668,us_market,,1.479,,7.049,,,2.35,,249240000,,,,18.456,2495863,0.0045,,1625011200,0.57155,1152000000,2.527,,,1.6195276,0.42556998,1688083200,,1648684800,2.3,1655251200,451217531,0.947737,20456556544,2,,,,,,,-0.501,1.2868929,1657843200,2.72,,12.71915,,0.0176,2753409,,,,30.4,30.41,33.8483,0.01513158,0.23879999,,30.49,,1337760,30.4,31.7682,0.46,30.41,,1337760,,,0.48,1646092800,,,29.87,USD,11.828255,678780,,,,17799016448,,,1033680,29.87,0,2900,678780,40.91,,,28.96,0,False,0.0155,1000,30.49,,29.89,,https://logo.clearbit.com/foxcorporation.com,
FOXA,10036,Communication Services,9000,"Fox Corporation operates as a news, sports, and entertainment company in the United States. The company operates through three segments: Cable Network Programming; Television; and Other, Corporate and Eliminations. The Cable Network Programming segment produces and licenses news, business news, and sports content for distribution primarily through cable television systems, direct broadcast satellite operators, telecommunications companies, and online multi-channel video programming distributors. It operates FOX News, a national cable news channel; FOX Business, a business news national cable channel; FS1 and FS2 multi-sport national networks; FOX Sports Racing, a video programming service that comprises motor sports programming; and FOX Soccer Plus, a video programming network for live soccer and rugby competitions; FOX Deportes, a Spanish-language sports programming service; and Big Ten Network, a national video programming service. The Television segment acquires, produces, markets, and distributes broadcast network programming. It operates The FOX Network, a national television broadcast network that broadcasts sports programming and entertainment; MyNetworkTV, a programming distribution service; Fox Alternative Entertainment, a full-service production studio that develops and produces unscripted and alternative programming; Bento Box, which develops and produces animated programing; and Tubi, a free advertising-supported video-on-demand service. This segment owns and operates 29 broadcast television stations. The Other, Corporate and Eliminations segment owns the FOX Studios lot that provides production and post-production services, including 15 sound stages, 2 broadcast studios, theaters and screening rooms, editing bays, and television and film production facilities in Los Angeles, California. The company was incorporated in 2018 and is based in New York, New York.",New York,212 852 7000,NY,United States,[],https://www.foxcorporation.com,1,1211 Avenue of the Americas,Entertainment,0.20982,0.08329,0.34639,1724000000,0.075,0.18327999,2902000128,30,buy,4872000000,992499968,44.5,32.11,-0.479,3.732,0.070539996,20,42.98,67.533,0.105450004,55,4633999872,7694000128,13831000064,8.323,USD,24.201,3.287,2.5,NMS,Fox Corporation,Fox Corporation,America/New_York,EDT,False,-14400000,EQUITY,FOXA,finmb_546623668,us_market,,1.568,,7.473,,,2.66,,320347008,,,,18.456,9283651,0.0167,,1625011200,1.04266,1152000000,2.527,,,1.7398137,0.02029,1688083200,,1648684800,4.19,1655251200,451217531,0.947737,21686972416,2,,,,,,,-0.501,1.2790697,1657843200,1.64,,12.071428,,0.0342,11529857,,,,32.72,32.65,36.70225,0.014058679,0.23879999,,32.73,,2905010,32.72,34.2998,0.46,32.65,,2905010,,,0.48,1646092800,,,32.1,USD,12.706767,3179115,,,,17690812416,,,2221360,32.1,0,3200,3179115,44.95,,,31.325,0,False,0.0145000005,3100,32.73,,32.11,,https://logo.clearbit.com/foxcorporation.com,
FRC,94111,Financial Services,6295,"First Republic Bank, together with its subsidiaries, provides private banking, private business banking, and private wealth management services to clients in metropolitan areas in the United States. It operates in two segments, Commercial Banking and Wealth Management. The company accepts deposit products, such as noninterest-bearing checking, interest-bearing checking, money market checking accounts, money market savings accounts, and passbook accounts, as well as certificates of deposit. It also offers a range of lending products that comprise residential mortgage loans, home equity lines of credit, multifamily loans, commercial real estate and construction loans, personal and business loans, single family construction loans, and other loans and lines of credit to businesses and individuals. The company's loans are secured by single family residences, multifamily buildings, and commercial real estate properties. In addition, it provides wealth management services, which include various investment strategies and products, online investment management, trust and custody, full service and online brokerage, financial and estate planning, and access to alternative investments, as well as investing, insurance, and foreign exchange services. Further, the company offers online and mobile banking services; refinancing services; and ATM and debit cards. As of December 31, 2021, it offered its services through 82 licensed deposit taking offices primarily in the San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach and San Diego, California; Portland, Oregon; Boston, Massachusetts; Palm Beach, Florida; Greenwich, Connecticut; New York, New York; and Jackson, Wyoming. It also has 12 additional offices that offer lending, wealth management, or trust services. First Republic Bank was founded in 1985 and is headquartered in San Francisco, California.",San Francisco,415 392 1400,CA,United States,[],https://www.firstrepublic.com,1,111 Pine Street,Banks—Regional,0,0.29291,0,,0.217,0.38751,,145,buy,4975000000,,175,134.81,0.108,,0.00892,21,180.19,,0.108009994,250,6237000192,12277999616,5475999744,34.65,USD,30.592,,2.3,NYQ,FIRST REPUBLIC BANK,First Republic Bank,America/New_York,EDT,True,-14400000,EQUITY,FRC,finmb_272383,us_market,,7.115,,,,,7.71,,179286000,,,,61.259,3257857,0.018099999,,1640908800,0.98978996,1468999936,6.402,,,2.2006562,0.0068300003,1703980800,,1656547200,2.75,1655251200,178693200,1.093656,38961799168,2,,,,,,,0.161,4.413723,1657843200,2.12,,17.485085,,0.0183,3164774,,,,139.82,139.98,164.1987,0.0058646826,0.111499995,,140.46,,1101790,139.82,156.6588,0.82,139.98,,1101790,,,1.08,1658880000,,,134.76,USD,21.057482,999837,,,,24169545728,,,946957,134.76,0,1100,999837,222.86,,0.65,133.37,134.4,False,0.0066000004,900,140.46,,134.81,134.4,https://logo.clearbit.com/firstrepublic.com,
FRT,20852,Real Estate,310,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as San Francisco and Los Angeles. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 106 properties include approximately 3,100 tenants, in 25 million square feet, and approximately 3,200 residential units. Federal Realty has increased its quarterly dividends to its shareholders for 54 consecutive years, the longest record in the REIT industry. Federal Realty is an S&P 500 index member and its shares are traded on the NYSE under the symbol FRT. For additional information about Federal Realty and its properties, visit www.federalrealty.com.",North Bethesda,301-998-8100,MD,United States,[],https://www.federalrealty.com,1,909 Rose Avenue,REIT—Retail,0.61201,0.26722,0.68039,459315008,0.185,0.33061,607486976,96,buy,643333000,285615744,120,90.46,0.054,1.814,0.02674,17,118.71,143.126,0.09664,140,159874000,4191611904,992614016,2.013,USD,12.769,1.061,2.4,NYQ,Federal Realty Investment Trust,Federal Realty Investment Trust,America/New_York,EDT,True,-14400000,EQUITY,FRT,finmb_271305,us_market,,12.97,,21.192,,,1.69,,77789504,,,,30.03,1444795,0.0182,,1640908800,0.95228994,255980000,1.62,,,3.012321,0.00885,1703980800,,1648684800,2.62,1655251200,78579166,1.146871,12874167296,2,,500083200,3:2,,,,0.078,7.089199,1657843200,-15.08,,53.526627,,0.0217,2118469,,,,93.29,93.31,114.6652,0.045235284,1.2979,,93.34,,817640,93.29,103.748,4.22,93.31,,817640,,,4.28,1655769600,,,90.39,USD,55.839504,569978,,,,7036838400,,,603760,90.39,0,900,569978,140.51,,3.72,90.39,0,False,0.0405,1200,93.34,,90.46,90.5,https://logo.clearbit.com/federalrealty.com,
FTNT,94086,Technology,10860,"Fortinet, Inc. provides broad, integrated, and automated cybersecurity solutions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It offers FortiGate hardware and software licenses that provide various security and networking functions, including firewall, intrusion prevention, anti-malware, virtual private network, application control, web filtering, anti-spam, and wide area network acceleration. The company also provides FortiSwitch product family that offers secure switching solutions for connecting customers their end devices; FortiAP product family, which provides secure wireless networking solutions; FortiExtender, a hardware appliance; FortiAnalyzer product family, which offers centralized network logging, analyzing, and reporting solutions; and FortiManager product family that provides central and scalable management solution for its FortiGate products. It offers FortiWeb product family provides web application firewall solutions; FortiMail product family that secure email gateway solutions; FortiSandbox technology that delivers proactive detection and mitigation services; FortiClient that provides endpoint protection with pattern-based anti-malware, behavior-based exploit protection, web-filtering, and an application firewall; FortiToken and FortiAuthenticator product families for multi-factor authentication to safeguard systems, assets, and data; and FortiEDR/XDR, an endpoint protection solution that provides both comprehensive machine-learning anti-malware execution and real-time post-infection protection. It provides security subscription, technical support, professional, and training services. It sells its security solutions to channel partners and directly to various customers in telecommunications, technology, government, financial services, education, retail, manufacturing, and healthcare industries. It has strategic alliance with Linksys. Fortinet, Inc. was incorporated in 2000 and is headquartered in Sunnyvale, California.",Sunnyvale,408 235 7700,CA,United States,[],https://www.fortinet.com,1,899 Kifer Road,Software—Infrastructure,0.21406999,0.17788,0.75459,1579900032,0.344,0.18825,767800000,58.2,buy,2559200000,969687488,70.8,48.74,0.312,1.278,0.077199996,26,71.8,424.057,1.05074,85,2141600000,988899968,3586700032,2.668,USD,4.411,1.168,2,NMS,"Fortinet, Inc.","Fortinet, Inc.",America/New_York,EDT,True,-14400000,EQUITY,FTNT,finmb_2689126,us_market,,13.031,,60.875,,,4.35,,163500000,,,,6.006,11514525,0.0143,,1640908800,0.70899004,638000000,2.956,,,8.115218,0.18358,1703980800,,1648684800,2.36,1655251200,681622260,1.180928,46740017152,2,,1306972800,2:1,,,,0.291,2.2218168,1657843200,2.79,,11.204598,,0.0176,11893740,,,,49.8,49.51,59.66347,,0,,50.13,,5713220,49.8,53.8296,,49.51,,5713220,,,,,,,48.64,USD,16.488499,4005613,,,,7968990208,,,5355065,48.64,0,800,4005613,74.354,,,47.37,0,False,,900,50.13,,48.74,48.44,https://logo.clearbit.com/fortinet.com,
FTV,98203,Technology,18000,"Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide. Its Intelligent Operating Solutions segment offers connected reliability tools; environment, health, safety, and quality enterprise software products; facility and asset lifecycle software; pre-construction planning and construction procurement solutions; ruggedized professional test tools; electric, pressure, and temperature calibration tools; and portable gas detection tools for a range of vertical end markets including manufacturing, process industries, healthcare, utilities and power, communications and electronics, and others. It markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brands. The company's Precision Technologies segment provides electrical test and measurement instruments and services; energetic material devices; and sensor and control system solutions for power and energy, medical equipment, food and beverage, aerospace and defense, off-highway vehicles, electronics, semiconductors, and other general industrial markets. This segment markets its products under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brands. Its Advanced Healthcare Solutions segment offers hardware and software products and services, including instrument and device reprocessing, instrument tracking, biomedical test tools, radiation safety monitoring, and asset management services; subscription-based surgical inventory management systems to facilitate inventory management and regulatory compliance, as well as technical, analytical, and compliance services to determine radiation exposure services under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, RAYSAFE, and STERRAD brands. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington.",Everett,425 446 5000,WA,United States,[],https://www.fortive.com,1,6920 Seaway Boulevard,Scientific & Technical Instruments,0.24964,0.11883,0.57437,1046000000,0.109,0.17044,1376899968,57,buy,3009900000,962350016,70,60.89,0.004,0.936,0.03844,17,71.71,38.966,0.07059,90,682899968,3682099968,5515599872,1.92,USD,15.379,0.622,2.1,NYQ,Fortive Corporation,Fortive Corporation,America/New_York,EDT,True,-14400000,EQUITY,FTV,finmb_318505463,us_market,,4.7,,18.827,,,2.85,,358577984,,,,26.614,3006461,0.0084,,1640908800,1.09044,658600000,4.682,,,2.2878935,0.014630001,1703980800,,1656633600,1.46,1655251200,346187268,1.160068,25922719744,2,,1602201600,1195:1000,,,,-0.044,3.9585567,1657843200,1.99,,21.364912,,0.0094,4197636,,,,62.22,62.08,63.32955,0.0045001605,0.1538,,62.265,,1935120,62.22,63.4646,0.28,62.08,,1935120,,,0.28,1653523200,,,60.62,USD,13.005125,1113738,,,,21833814016,,,1730436,60.62,0,900,1113738,79.87,,0.4,52.47,59.69,False,0.0043,800,62.265,,60.89,,https://logo.clearbit.com/fortive.com,
GD,20190,Industrials,100000,"General Dynamics Corporation operates as an aerospace and defense company worldwide. It operates through four segments: Aerospace, Marine Systems, Combat Systems, and Technologies. The Aerospace segment designs, manufactures, and sells business jets; and offers aircraft maintenance and repair, management, charter, aircraft-on-ground support and completion, staffing, and fixed-base operator services. The Marine Systems segment designs and builds nuclear-powered submarines, surface combatants, and auxiliary ships for the United States Navy and Jones Act ships for commercial customers, as well as builds crude oil and product tankers, and container and cargo ships. This segment also provides navy ships maintenance and modernization services; lifecycle support and repair services for navy surface ships; and program management, planning, engineering, and design support services for submarines and surface ships. The Combat Systems segment manufactures land combat solutions, such as wheeled and tracked combat vehicles, Stryker wheeled combat vehicles, piranha vehicles, weapons systems, munitions, mobile bridge systems with payloads, tactical vehicles, main battle tanks, armored vehicles, and armaments. This segment also offers modernization programs, engineering, support, and sustainment services. The Technologies segment provides information technology solutions and mission support services; mobile communication, computers, and command-and-control mission systems; and intelligence, surveillance, and reconnaissance solutions to military, intelligence, and federal civilian customers. This segment also offers cloud computing, artificial intelligence; machine learning; big data analytics; development, security, and operations; software-defined networks; everything-as-a-service; defense enterprise office system solutions; and unmanned undersea vehicle manufacturing and assembly services. General Dynamics Corporation was founded in 1899 and is headquartered in Reston, Virginia.",Reston,703 876 3000,VA,United States,[],https://www.gd.com,1,11011 Sunset Hills Road,Aerospace & Defense,0.13735,0.08605,0.16966,5793999872,-0.003,0.11457,5280000000,221,buy,6408000000,3650500096,260,228.09,0.054,1.397,0.05415,15,265,75.784,0.20231001,314,2223000064,13171999744,38441000960,8.122,USD,138.501,0.899,2.2,NYQ,General Dynamics Corporation,General Dynamics Corporation,America/New_York,EDT,True,-14400000,EQUITY,GD,finmb_274561,us_market,,1.899,,13.824,,,12.28,,279223008,,,,56.401,3098678,0.0112,,1640908800,0.87644,3308000000,11.652,,,4.044077,0.06121,1703980800,,1656806400,2.5,1655251200,239316430,0.896126,72991768576,2,,1143417600,2:1,,,,0.039,1.656772,1657843200,1.52,,18.574104,,0.0126,3655886,,,,228.2,228.79,224.34105,0.020464506,0.41529998,,230.53,,1285780,228.2,228.094,4.67,228.79,,1285780,,,5.04,1656547200,,,226.39,USD,19.57518,835476,,,,63687974912,,,1043576,226.39,230.6,1000,835476,254.99,,2.24,188.64,0,False,0.0222,1100,230.53,,228.09,,https://logo.clearbit.com/gd.com,
GE,02210,Industrials,168000,"General Electric Company operates as a high-tech industrial company in Europe, China, Asia, the Americas, the Middle East, and Africa. It operates through four segments: Power, Renewable Energy, Aviation, and Healthcare segments. The Power segment offers gas and steam turbines, full balance of plant, upgrade, and service solutions, as well as data-leveraging software for power generation, industrial, government, and other customers. The Renewables segment provides various solutions for its customers through combining onshore and offshore wind, blade manufacturing, grid solutions, hydro, storage, hybrid renewables, and digital services offerings. The Aviation segment designs and produces commercial and military aircraft engines, integrated engine components, electric power, and mechanical aircraft systems; and provides aftermarket services. The Healthcare segment provides healthcare technologies to developed and emerging markets in medical imaging, digital solutions, patient monitoring and diagnostics, and drug discovery and performance improvement solutions that are the building blocks of precision health to hospitals and medical facilities. The company also engages in the provision of various financial solutions; and management of run-off insurance operations, which provides life and health insurance and reinsurance products, as well as grid management software. General Electric Company was incorporated in 1892 and is headquartered in Boston, Massachusetts.",Boston,617 443 3000,MA,United States,[],https://www.ge.com,1,5 Necco Street,Specialty Industrial Machinery,0.10498,-0.059270002,0.25530002,4767000064,0.022,0.05604,7826999808,72,buy,18411000000,40706998272,88,65.36,,1.126,0.01234,16,89.88,97.769,-0.118640006,120,17435000832,35140001792,74558996480,15.9,USD,67.843,0.704,2.1,NYQ,General Electric Company,General Electric Company,America/New_York,EDT,True,-14400000,EQUITY,GE,finmb_177031,us_market,,1.342,,12.783,,,0.52,,1098140032,,,,3.825,14367793,0.013099999,,1640908800,0.73165,-4423000064,-0.453,,,17.087582,0.00244,1703980800,,1656547200,2.04,1655251200,1093427926,1.071519,100050239488,2,,1627862400,1:8,,,,,0.96265286,1657843200,0.58,,125.692314,,0.0147,15486887,,,,65.22,65,82.9488,0.0006133088,,,65.71,,7027730,65.22,72.6848,0.04,65,,7027730,,,0.32,1656288000,,,64.52,USD,,7012146,,,,71774429184,,,6315134,64.52,65.43,900,7012146,116.17,,1.99,59.93,63.99,False,0.0044,900,65.71,,65.36,64.46,https://logo.clearbit.com/ge.com,
