Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
LCID,94560,Consumer Cyclical,3900,"Lucid Group, Inc. a technology and automotive company, develops electric vehicle (EV) technologies. The company designs, engineers, and builds electric vehicles, EV powertrains, and battery systems. As of December 31, 2021, it operates twenty retail studios in the United States. Lucid Group, Inc. was founded in 2007 and is headquartered in Newark, California.",Newark,510 648 3553,CA,United States,[],https://www.lucidmotors.com,1,7373 Gateway Boulevard,Auto Manufacturers,0,0,0,-1334055936,183.265,-21.65406,-1732952960,12,buy,-127786000,-1147267584,30,14.31,,11.455,-0.24849,5,29.98,57.578,-0.94324,43,5391843840,2204933888,84473000,3.233,USD,0.074,10.534,2.4,NMS,"Lucid Group, Inc.","Lucid Group, Inc.",America/New_York,EDT,False,-14400000,EQUITY,LCID,finmb_83747444,us_market,,322.602,,-15.725,,,-1.13,,1646370048,,,,2.951,127214683,0.0763,,1640908800,0.68818,-1913094016,-12.567,,,4.849204,0.041500002,1703980800,,1648684800,7.01,1655251200,583944341,,27251179520,2,,,,,,,,278.90042,1657843200,0.23,,-12.663717,,0.2176,131863351,,,,15.56,15.45,23.7652,,0,,15.5738,,22382960,15.56,17.4688,,15.45,,22382960,,,,,,,14.12,USD,,20375890,,,,23559555072,,,17513680,14.12,0,3200,20375890,57.75,,,13.25,0,False,,3000,15.5738,,14.31,14.21,https://logo.clearbit.com/lucidmotors.com,
LRCX,94538,Technology,,"Lam Research Corporation designs, manufactures, markets, refurbishes, and services semiconductor processing equipment used in the fabrication of integrated circuits. The company offers ALTUS systems to deposit conformal films for tungsten metallization applications; SABRE electrochemical deposition products for copper interconnect transition that offers copper damascene manufacturing; SOLA ultraviolet thermal processing products for film treatments; and VECTOR plasma-enhanced CVD ALD products. It also provides SPEED gapfill high-density plasma chemical vapor deposition products; and Striker single-wafer atomic layer deposition products for dielectric film solutions. In addition, the company offers Flex for dielectric etch applications; Kiyo for conductor etch applications; Syndion for through-silicon via etch applications; and Versys metal products for metal etch processes. Further, it provides Coronus bevel clean products to enhance die yield; Da Vinci, DV-Prime, EOS, and SP series products to address various wafer cleaning applications; and Metryx mass metrology systems for high precision in-line mass measurement in semiconductor wafer manufacturing. The company sells its products and services to semiconductors industry in the United States, China, Europe, Japan, Korea, Southeast Asia, Taiwan, and internationally. Lam Research Corporation was incorporated in 1980 and is headquartered in Fremont, California.",Fremont,510 572 0200,CA,United States,[],https://www.lamresearch.com,1,4650 Cushing Parkway,Semiconductor Equipment & Materials,0.33178002,0.26733,0.45694,3099674112,0.118,0.31241,5715560960,450,buy,7871807000,1792326784,557.5,386.83,0.095,2.691,0.20332001,24,575.05,79.731,0.74849,800,3657732096,5005830144,17227038720,26.704,USD,123.139,1.746,2.1,NMS,Lam Research Corporation,Lam Research Corporation,America/New_York,EDT,True,-14400000,EQUITY,LRCX,finmb_30655,us_market,,4.058,,12.231,,,32.42,,140799008,,,,37.667,1697742,0.012200001,,1656201600,0.8475,4605285888,23.652,,,10.2697315,0.00223,1719360000,,1656201600,1.25,1655251200,136540789,1.32269,69905457152,2,,953251200,3:1,,,,0.056,3.1616158,1657843200,1.69,,11.931832,,0.0123000005,2862055,,,,398.65,394.45,522.0889,0.012667755,0.1832,,396.68,,1271870,398.65,460.3808,5.05,394.45,,1271870,,,6,1655164800,,,385.815,USD,16.355064,1520195,,,,54465277952,,,1410144,385.815,0,1200,1520195,731.85,,1.39,375.87,0,False,0.012,1000,396.68,,386.83,385,https://logo.clearbit.com/lamresearch.com,
LULU,V6J 1C7,Consumer Cyclical,29000,"lululemon athletica inc., together with its subsidiaries, designs, distributes, and retails athletic apparel and accessories for women and men. It operates in two segments, Company-Operated Stores and Direct to Consumer. The company offers pants, shorts, tops, and jackets for healthy lifestyle and athletic activities, such as yoga, running, and training, as well as other sweaty pursuits. It also provides fitness-related accessories and footwear. The company sells its products through a chain of company-operated stores; outlets and warehouse sales; interactive workout platform; a network of wholesale accounts, such as yoga studios, health clubs, and fitness centers; temporary locations; and license and supply arrangements, as well as directly to consumer through mobile apps and lululemon.com e-commerce website. As of January 30, 2022, it operated 574 company-operated stores under the lululemon brand in the United States, Canada, the People's Republic of China, Australia, the United Kingdom, Japan, New Zealand, Germany, South Korea, Singapore, France, Malaysia, Sweden, Ireland, the Netherlands, Norway, and Switzerland. lululemon athletica inc. was founded in 1998 and is based in Vancouver, Canada.",Vancouver,,BC,Canada,[],https://www.lululemon.com,1,1818 Cornwall Avenue,Apparel Retail,0.25164,0.15358,0.56876,931742976,0.316,0.21579,1671801984,200,buy,3608565000,415301888,377,306.3,0.333,1.908,0.19851999,29,379.69,33.903,0.38447,541,649016000,904542976,6643615232,5.085,USD,51.422,0.603,2.1,NMS,lululemon athletica inc.,Lululemon Athletica Inc.,America/New_York,EDT,True,-14400000,EQUITY,LULU,finmb_34125194,us_market,,6.004,,23.86,,,8.01,,124091000,,,,19.628,2312200,0.018099999,,1643500800,0.87793,1020364032,4.5,,,15.605257,0.044120003,1706572800,,1651363200,2.04,1655251200,117183755,1.29587,39889895424,2,,1310428800,2:1,,,,0.311,5.9612546,1657843200,1.44,,38.239697,,0.0224,2371909,,,,318.12,318.055,326.5204,,0,,318.2799,,1372500,318.12,316.265,,318.055,,1372500,,,,,,,306.02,USD,68.066666,1621875,,,,39604281344,,,1317896,306.02,0,800,1621875,485.83,,,251.51,0,False,,800,318.2799,,306.3,305.51,https://logo.clearbit.com/lululemon.com,
MAR,20817,Consumer Cyclical,120000,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, and timeshare properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bulgari, Marriott Hotels, Sheraton, Delta Hotels, Marriott Executive Apartments, Marriott Vacation Club, Westin, Renaissance, Le Méridien, Autograph Collection, Gaylord Hotels, Tribute Portfolio, Design Hotels, Courtyard, Residence Inn, Fairfield by Marriott, SpringHill Suites, Four Points, TownePlace Suites, Aloft, AC Hotels by Marriott, Protea Hotels, Element, and Moxy brand names. As of February 15, 2022, it operated approximately 7,989 properties under 30 hotel brands in 139 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",Bethesda,301 380 3000,MD,United States,[],https://www.marriott.com,1,10400 Fernwood Road,Lodging,0.63403,0.37818,0.79043996,1548000000,0.965,0.55799,2492999936,144.9,buy,2653000000,1807500032,169,140.11,,0.532,0.05528,19,171.26,594.526,1.48255,210,1042000000,10535000064,3932000000,3.184,USD,12.002,0.491,2.4,NMS,Marriott International,"Marriott International, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MAR,finmb_31148,us_market,,15.634,,24.659,,,4.61,,325683008,,,,1.326,6355508,0.0194,,1640908800,0.61492,1487000064,-0.82,,,105.66365,0.18566,1703980800,,1648684800,2.53,1655251200,263740312,1.618135,61474529280,2,,1321920000,1061:1000,,,,,11.605149,1657843200,0.67,,30.392624,,0.0221,6934703,,,,148.17,147.03,161.7396,0.0032395222,0,,147.455,,2317660,148.17,156.632,0.48,147.03,,2317660,,,1.2,1652400000,,,139.66,USD,,3542469,,,,45631447040,,,1996568,139.66,0,1200,3542469,195.9,,,131.01,0,False,0.0076,800,147.455,,140.11,,https://logo.clearbit.com/marriott.com,
MCHP,85224-6199,Technology,21000,"Microchip Technology Incorporated develops, manufactures, and sells smart, connected, and secure embedded control solutions in the Americas, Europe, and Asia. The company offers general purpose 8-bit, 16-bit, and 32-bit microcontrollers; 32-bit embedded microprocessors markets; and specialized microcontrollers for automotive, industrial, computing, communications, lighting, power supplies, motor control, human machine interface, security, wired connectivity, and wireless connectivity applications. It also provides development tools that enable system designers to program microcontroller and microprocessor products for specific applications; field-programmable gate array (FPGA) products; and analog, interface, mixed signal, and timing products comprising power management, linear, mixed-signal, high-voltage, thermal management, discrete diodes and metal oxide semiconductor field effect transistors (MOSFETS), radio frequency (RF), drivers, safety, security, timing, USB, Ethernet, wireless, and other interface products. In addition, the company offers memory products consisting of serial electrically erasable programmable read-only memory, serial flash memories, parallel flash memories, serial static random access memories, and serial electrically erasable random access memories for the production of very small footprint devices; and licenses its SuperFlash embedded flash and NVM technologies to foundries, integrated device manufacturers, and design partners for use in the manufacture of microcontroller products, gate array, RF, analog, and neuromorphic compute products that require embedded non-volatile memory, as well as provides engineering services. Further, it offers wafer foundry and assembly, and test subcontracting manufacturing services; and timing systems products, application specific integrated circuits, and aerospace products. Microchip Technology Incorporated was incorporated in 1989 and is headquartered in Chandler, Arizona.",Chandler,480 792 7200,AZ,United States,[],https://www.microchip.com,1,2355 West Chandler Boulevard,Semiconductors,0.44314,0.18846,0.65235,2842700032,0.257,0.27549,3022599936,60,buy,4449600000,2102112512,75,63.31,2.712,1.753,0.071880005,23,81.79,133.17,0.2289,125,319400000,7850100224,6820899840,0.576,USD,12.35,0.995,2.1,NMS,Microchip Technology Incorporat,Microchip Technology Incorporated,America/New_York,EDT,True,-14400000,EQUITY,MCHP,finmb_31500,us_market,,6.702,,15.124,,,7.5,,554870976,,,,19.673,13929136,0.0252,,1648684800,0.95242995,1285500032,1.258,,,3.2181163,0.020079998,1711843200,,1648684800,2.78,1655251200,543289284,1.595146,45713657856,2,,1020902400,3:2,,,,2.775,5.1501827,1657843200,0.53,,8.441334,,0.0292,14221974,,,,64.73,64.65,70.805,0.022725165,0.4009,,64.7,,4899560,64.73,67.3254,1.471,64.65,,4899560,,,1.1,1652918400,,,62.895,USD,50.325916,3997854,,,,35128881152,,,4520387,62.895,0,2200,3997854,90,,1.46,54.33,0,False,0.016,900,64.7,,63.31,62.31,https://logo.clearbit.com/microchip.com,
MDLZ,60607,Consumer Defensive,79000,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products in the Latin America, North America, Asia, the Middle East, Africa, and Europe. It provides biscuits, including cookies, crackers, and salted snacks; chocolates; and gums and candies, as well as various cheese and grocery, and powdered beverage products. The company's snack brand portfolio includes Cadbury, Milka, and Toblerone chocolates; Oreo, belVita, and LU biscuits; Halls candies; Trident gums; and Tang powdered beverages. It serves supermarket chains, wholesalers, supercenters, club stores, mass merchandisers, distributors, convenience stores, gasoline stations, drug stores, value stores, and other retail food outlets through direct store delivery, company-owned and satellite warehouses, third party distributors, and other facilities, as well as through independent sales offices and agents, and e-commerce channels. The company was formerly known as Kraft Foods Inc. and changed its name to Mondelez International, Inc. in October 2012. Mondelez International, Inc. was incorporated in 2000 and is headquartered in Chicago, Illinois.",Chicago,847 943 4000,IL,United States,[],https://www.mondelezinternational.com,1,905 West Fulton Market,Confectioners,0.20145,0.12929,0.37904,4316000256,0.095,0.16474001,6018999808,69,buy,11254000000,3020375040,72,59.8,-0.289,0.678,0.04644,22,73.09,71.502,0.14050001,79,2050000000,19701000192,29877999616,1.496,USD,21.487,0.385,1.9,NMS,"Mondelez International, Inc.","Mondelez International, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MDLZ,finmb_739693,us_market,,3.53,,17.522,,,3.12,,1394969984,,,,19.275,12052970,0.0087,,1640908800,0.80599,3863000064,2.64,,,3.1024644,0.0015199999,1703980800,,1656547200,1.6,1655251200,1368318385,0.621541,105464053760,2,,,,,,,-0.307,2.791994,1657843200,3.45,,19.166668,,0.0087,16237242,,,,59.75,59.87,63.6955,0.020585774,0.5091,,60.335,,7593510,59.75,62.6166,1.23,59.87,,7593510,,,1.54,1664409600,,,59.51,USD,22.651514,7005960,,,,83419201536,,,6341820,59.51,0,3000,7005960,69.47,,2.06,57.63,0,False,0.024,4000,60.335,,59.8,59.79,https://logo.clearbit.com/mondelezinternational.com,
MELI,11300,Consumer Cyclical,29957,"MercadoLibre, Inc. operates online commerce platforms in Latin America. It operates Mercado Libre Marketplace, an automated online commerce platform that enables businesses, merchants, and individuals to list merchandise and conduct sales and purchases online; and Mercado Pago FinTech platform, a financial technology solution platform, which facilitates transactions on and off its marketplaces by providing a mechanism that allows its users to send and receive payments online, as well as allows users to transfer money through their websites or on the apps. The company also offers Mercado Fondo that allows users to invest funds deposited in their Mercado Pago accounts; Mercado Credito, which extends loans to certain merchants and consumers; and Mercado Envios logistics solution that enables sellers on its platform to utilize third-party carriers and other logistics service providers, as well as fulfillment and warehousing services for sellers. In addition, it provides Mercado Libre Classifieds, an online classified listing service, where users can list and purchase motor vehicles, real estate, and services; Mercado Libre Ads, an advertising platform, which enables large retailers and brands to promote their products and services on the Internet; and Mercado Shops, an online storefronts solution that enables users to set-up, manage, and promote their own digital stores. MercadoLibre, Inc. was incorporated in 1999 and is headquartered in Montevideo, Uruguay.",Montevideo,598 2 927 2770,,Uruguay,[],https://www.mercadolibre.com,1,WTC Free Zone,Internet Retail,0.094119996,0.02296,0.51089,997043008,0.631,0.06264,747292032,800,buy,3574132000,-2019850880,1400,850,,1.398,0.03833,23,1315.22,292.007,0.23392999,2036.1,2044999936,4640000000,7939408896,40.593,USD,158.984,0.747,1.8,NMS,"MercadoLibre, Inc.","MercadoLibre, Inc.",America/New_York,EDT,False,-14400000,EQUITY,MELI,finmb_34322384,us_market,,5.49,,58.328,,,6.65,,50459000,,,,33.118,907545,0.018,,1640908800,0.83703005,182304000,-0.08,,,25.665802,0.08131,1703980800,,1648684800,1.41,1655251200,46339178,1.614303,43588067328,2,,,,,,,,5.4021845,1657843200,0.98,,127.81955,,0.0196,896155,,,,887.5,876.13,968.7228,0.00016901409,0,,884.9,,655570,887.5,891.7994,0.15,876.13,,655570,,,,1514419200,,,843.69,USD,,635174,,,,42890149888,,,626068,843.69,0,1000,635174,1876.94,,,600.68,0,False,,900,884.9,,850,850.9,https://logo.clearbit.com/mercadolibre.com,
META,94025,Communication Services,83553,"Meta Platforms, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, wearables, and in-home devices worldwide. It operates in two segments, Family of Apps and Reality Labs. The Family of Apps segment's products include Facebook, which enables people to share, discover, and connect with interests; Instagram, a community for sharing photos, videos, and private messages, as well as feed, stories, reels, video, live, and shops; Messenger, a messaging application for people to connect with friends, family, groups, and businesses across platforms and devices through chat, audio and video calls, and rooms; and WhatsApp, a messaging application that is used by people and businesses to communicate and transact privately. The Reality Labs segment provides augmented and virtual reality related products comprising virtual reality hardware, software, and content that help people feel connected, anytime, and anywhere. The company was formerly known as Facebook, Inc. and changed its name to Meta Platforms, Inc. in October 2021. Meta Platforms, Inc. was incorporated in 2004 and is headquartered in Menlo Park, California.",Menlo Park,650 543 4800,CA,United States,[],https://investor.fb.com,1,1601 Willow Road,Internet Content & Information,0.40225,0.28163,0.80474,58466000896,-0.009,0.33405,48033001472,156,buy,95280000000,29296625664,219,142.82,-0.319,2.52,0.14648,54,246.56,13.262,0.25478,553,40489000960,16679000064,119409999872,15.065,USD,43.398,2.341,2,NMS,"Meta Platforms, Inc.","Meta Platforms, Inc.",America/New_York,EDT,True,-14400000,EQUITY,META,finmb_20765463,us_market,,3.381,,8.406,,,,,,,,,,26814101,0.0099,,1640908800,0.7694,33629999104,,,,,0.00548,1703980800,,1656547200,0.87,1655251200,2240017900,1.40613,403778961408,2,,,,,,,-0.357,,1657843200,2.05,,,,0.0117,31442644,,,,142.12,141.55,215.1867,,0,,144.56,,32555640,142.12,164.3508,,141.55,,32555640,,,,,,,140.89,USD,,34359810,,,,,,,28014590,140.89,0,800,34359810,355.15,,,140.87,0,False,,800,144.56,,142.82,142.42,https://logo.clearbit.com/investor.fb.com,
MNST,92879,Consumer Defensive,3458,"Monster Beverage Corporation, through its subsidiaries, engages in development, marketing, sale, and distribution of energy drink beverages and concentrates in the United States and internationally. The company operates through three segments: Monster Energy Drinks, Strategic Brands, and Other. It offers carbonated energy drinks, non-carbonated, ready-to-drink iced teas, lemonades, juice cocktails, single-serve juices and fruit beverages, ready-to-drink dairy and coffee drinks, energy drinks, sports drinks and single-serve still waters, and sodas that are considered natural, sparkling juices, and flavored sparkling beverages. The company sells its products to bottlers, full-service beverage distributors, as well as sells directly to retail grocery and speciality chains, wholesalers, club stores, mass merchandisers, convenience chains, drug stores, foodservice customers, value stores, e-commerce retailers, and the military; and concentrates and/or beverage bases to authorized bottling and canning operations. It provides its products under the Monster Energy, Monster Energy Ultra, Monster Rehab, Monster Energy Nitro, Java Monster, Muscle Monster, Espresso Monster, Punch Monster, Juice Monster, Monster Hydro Energy Water, Monster Hydro Super Sport, Monster HydroSport Super Fuel, Monster Super Fuel, Monster Dragon Tea, Reign Total Body Fuel, and Reign Inferno Thermogenic Fuel, as well as NOS, Full Throttle, Burn, Mother, Nalu, Ultra Energy, Play and Power Play (stylized), Relentless, BPM, BU, Gladiator, Samurai, Live+, Predator, Fury, and True North brands. The company was formerly known as Hansen Natural Corporation and changed its name to Monster Beverage Corporation in January 2012. Monster Beverage Corporation was founded in 1985 and is headquartered in Corona, California.",Corona,951 739 6200,CA,United States,[],https://www.monsterbevcorp.com,1,1 Monster Way,Beverages—Non-Alcoholic,0.31636998,0.23323,0.54508,979916992,0.221,0.30743998,1840039040,88,buy,3108513000,682393472,102.5,86.77,-0.068,4.542,0.15182,18,102.72,0.5,0.2201,117,2732433920,34352000,5816110080,5.159,USD,10.993,3.612,2.2,NMS,Monster Beverage Corporation,Monster Beverage Corporation,America/New_York,EDT,True,-14400000,EQUITY,MNST,finmb_343729,us_market,,8.608,,27.21,,,3.04,,529139008,,,,9.773,7446223,0.014099999,,1640908800,0.65309,1356483968,2.64,,,8.878543,0.28915,1703980800,,1648684800,2.4,1655251200,378810397,0.927203,50067783680,2,,1478736000,3:1,,,,-0.067,7.894175,1657843200,2.59,,28.542763,,0.0201,5252812,,,,87.04,86.675,88.1127,,0,,87.5,,2368620,87.04,91.9558,,86.675,,2368620,,,,,,,86.67,USD,32.86742,1946719,,,,45913391104,,,2617296,86.67,0,1300,1946719,99.81,,,71.78,0,False,,800,87.5,,86.77,87.12,https://logo.clearbit.com/monsterbevcorp.com,
MRNA,02139,Healthcare,3200,"Moderna, Inc., a biotechnology company, discovers, develops, and commercializes messenger RNA therapeutics and vaccines for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and auto-immune diseases in the United States, Europe, and internationally. Its respiratory vaccines include COVID-19, flu, respiratory syncytial virus, Endemic HCoV, and hMPV+PIV3 vaccines; latent vaccines comprise cytomegalovirus, epstein-barr virus, human immunodeficiency virus, herpes simplex virus, and varicella-zoster virus vaccines; and public health vaccines consists of Zika and Nipah vaccines. The company also offers systemic secreted and cell surface therapeutics; cancer vaccines, such as personalized cancer, KRAS, and checkpoint vaccines; intratumoral immuno-oncology products; localized regenerative, systemic intracellular, and inhaled pulmonary therapeutics. It has strategic alliances with AstraZeneca PLC; Merck & Co., Inc.; Vertex Pharmaceuticals Incorporated; Vertex Pharmaceuticals (Europe) Limited; Carisma Therapeutics, Inc.; Metagenomi, Inc.; the Defense Advanced Research Projects Agency; Biomedical Advanced Research and Development Authority; Institute for Life Changing Medicines; and The Bill & Melinda Gates Foundation, as well as a collaboration and license agreement with Chiesi Farmaceutici S.P.A. The company was formerly known as Moderna Therapeutics, Inc. and changed its name to Moderna, Inc. in August 2018. Moderna, Inc. was founded in 2010 and is headquartered in Cambridge, Massachusetts.",Cambridge,617 714 6500,MA,United States,[],https://www.modernatx.com,1,200 Technology Square,Biotechnology,0.73243,0.64769995,0.75288004,13411999744,2.132,0.71933997,16552999936,70,buy,13863000000,8587500032,199,124.32,2.021,1.77,0.50421,15,220.67,5.546,1.39989,506,10115000320,947000000,22599999488,25.43,USD,56.01,1.459,2.5,NMS,"Moderna, Inc.","Moderna, Inc.",America/New_York,EDT,False,-14400000,EQUITY,MRNA,finmb_128680956,us_market,,2.482,,3.389,,,16.58,,405449984,,,,6.423,16288330,0.040900003,,1640908800,0.64207,14638000128,-1.959,,,19.355442,0.094060004,1703980800,,1648684800,2.87,1655251200,360028049,1.646803,56100360192,2,,,,,,,1.995,2.2303336,1657843200,-0.15,,7.4981904,,0.054899998,14764072,,,,125.76,124.316,165.39587,,0,,126.08,,5901140,125.76,153.0741,,124.316,,5901140,,,,,,,122.9,USD,,3466325,,,,50405539840,,,4931111,122.9,0,1000,3466325,453.61,,,115.61,0,False,,1000,126.08,,124.32,122.51,https://logo.clearbit.com/modernatx.com,
MRVL,19801,Technology,6695,"Marvell Technology, Inc., together with its subsidiaries, designs, develops, and sells analog, mixed-signal, digital signal processing, and embedded and standalone integrated circuits. It offers a portfolio of Ethernet solutions, including controllers, network adapters, physical transceivers, and switches; single or multiple core processors; ASIC; and printer System-on-a-Chip products and application processors. The company also provides a range of storage products comprising storage controllers for hard disk drives (HDD) and solid-state drives that support various host system interfaces consisting of serial attached SCSI (SAS), serial advanced technology attachment (SATA), peripheral component interconnect express, non-volatile memory express (NVMe), and NVMe over fabrics; and fiber channel products, including host bus adapters, and controllers for server and storage system connectivity. It has operations in the United States, China, Malaysia, the Philippines, Thailand, Singapore, India, Israel, Japan, South Korea, Taiwan, and Vietnam. Marvell Technology, Inc. was incorporated in 1995 and is headquartered in Wilmington, Delaware.",Wilmington,302 295 4840,DE,United States,[],https://www.marvell.com,1,1000 North West Street,Semiconductors,0.2935,-0.09819,0.50937,1027868032,0.738,0.01517,1490104960,55,buy,2257745000,1515845120,78,43.52,,1.672,0.0022200001,27,79.07,30.478,-0.03288,125,465000000,4713399808,5076982784,0.547,USD,6.077,1.066,1.9,NMS,"Marvell Technology, Inc.","Marvell Technology, Inc.",America/New_York,EDT,True,-14400000,EQUITY,MRVL,finmb_31158,us_market,,10.158,,34.609,,,1.86,,843800000,,,,12.49,16613381,0.0195,,1643414400,0.85737,-498534016,-0.415,,,3.4843876,0.0058399998,1706486400,,1651276800,1.71,1655251200,844596624,1.376756,51570831360,2,,1153785600,2:1,,,,,7.233071,1657843200,0.55,,23.39785,,0.0229,15961667,,,,45.46,45.43,62.3423,0.0052793664,,,45.515,,10221430,45.46,50.9794,0.24,45.43,,10221430,,,0.24,1657152000,,,43.37,USD,,12084354,,,,36722176000,,,9853468,43.37,0,1000,12084354,93.85,,0.85,41.07,0,False,0.0045,1800,45.515,,43.52,43.43,https://logo.clearbit.com/marvell.com,
MSFT,98052-6399,Technology,221000,"Microsoft Corporation develops, licenses, and supports software, services, devices, and solutions worldwide. The company operates in three segments: Productivity and Business Processes, Intelligent Cloud, and More Personal Computing. The Productivity and Business Processes segment offers Office, Exchange, SharePoint, Microsoft Teams, Office 365 Security and Compliance, Microsoft Viva, and Skype for Business; Skype, Outlook.com, OneDrive, and LinkedIn; and Dynamics 365, a set of cloud-based and on-premises business solutions for organizations and enterprise divisions. The Intelligent Cloud segment licenses SQL, Windows Servers, Visual Studio, System Center, and related Client Access Licenses; GitHub that provides a collaboration platform and code hosting service for developers; Nuance provides healthcare and enterprise AI solutions; and Azure, a cloud platform. It also offers enterprise support, Microsoft consulting, and nuance professional services to assist customers in developing, deploying, and managing Microsoft server and desktop solutions; and training and certification on Microsoft products. The More Personal Computing segment provides Windows original equipment manufacturer (OEM) licensing and other non-volume licensing of the Windows operating system; Windows Commercial, such as volume licensing of the Windows operating system, Windows cloud services, and other Windows commercial offerings; patent licensing; and Windows Internet of Things. It also offers Surface, PC accessories, PCs, tablets, gaming and entertainment consoles, and other devices; Gaming, including Xbox hardware, and Xbox content and services; video games and third-party video game royalties; and Search, including Bing and Microsoft advertising. The company sells its products through OEMs, distributors, and resellers; and directly through digital marketplaces, online stores, and retail stores. Microsoft Corporation was founded in 1975 and is headquartered in Redmond, Washington.",Redmond,425 882 8080,WA,United States,[],https://www.microsoft.com,1,One Microsoft Way,Software—Infrastructure,0.49418998,0.36686,0.68402,89034997760,0.124,0.42055,97982996480,275,buy,135620000000,49479000064,330,240.98,0.031,1.785,0.14919,46,339.48,47.075,0.47151002,425.96,104748998656,78399995904,198269992960,14.045,USD,26.45,1.567,1.7,NMS,Microsoft Corporation,Microsoft Corporation,America/New_York,EDT,True,-14400000,EQUITY,MSFT,finmb_21835,us_market,,10.427,,21.099,,,8.35,,7507979776,,,,17.853,38999356,0.0052,,1656547200,0.72120005,72737996800,7.338,,,13.498011,0.00075,1719705600,,1656547200,1.42,1655251200,7450956033,0.932311,2067379519488,2,,1045526400,2:1,,,,0.017,9.1252985,1657843200,1.73,,28.859879,,0.0052,48150433,,,,238.95,237.8704,284.84424,0.009165098,0.2508,,243.86,,28255370,238.95,267.6062,2.19,237.8704,,28255370,,,2.48,1660694400,,,237.57,USD,32.84001,31061162,,,,1809272930304,,,24509800,237.57,0,900,31061162,349.67,,1.23,237.57,0,False,0.0088,800,243.86,,240.98,239.38,https://logo.clearbit.com/microsoft.com,
